?"index", "key"                                                   , "keySource"                                                             , "text"                                                 , "tag", "frameUrl"                                          , "visible", "locatorSuggested"                                                      , "id", "class"    , "href"              , "onclick", "data_modulo_funcao"     , "data_modulo", "data_funcao"         , "data_href"                                                                                                                                                                                                       , "data_tipo_funcao", "data_tipo_link"
"1474" , "k_79_RBM1012"                                          , "79.RBM1012"                                                            , "Reembolso por Beneficiário"                          , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""79.RBM1012""]')"                   ,     , "item-menu", "javascript:void(0)",          , "79.RBM1012"             , "79"         , "RBM1012"             , "/ace/mvcToAsp.asp?../../rbm/asp/rbm1016a.asp$$$p=&PT=Reembolso por Beneficiário&pm=79&pcf=RBM1012&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN,AUDITOR_MEDICO&PPRM=S,N,N,N,N,N&tipoFuncao=C"                                  , "C"               , "link"
"1475" , "k_95_ITF_REEMB1"                                       , "95.ITF_REEMB1"                                                         , "Reembolso por situação"                             , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""95.ITF_REEMB1""]')"                ,     , "item-menu", "javascript:void(0)",          , "95.ITF_REEMB1"          , "95"         , "ITF_REEMB1"          , "/ace/mvcToAsp.asp?../../int/asp/int0004a.asp?id_assunto=140&id_arq=1696&exibeAssunto=N&id_job=154$$$p=&PT=Reembolso por situação&pm=95&pcf=ITF_REEMB1&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=N,N,N,N,N,S&ti..."   , "X"               , "link"
"1476" , "k_95_ITF_REEMB9"                                       , "95.ITF_REEMB9"                                                         , "Reembolso_Base_Cadastral"                             , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""95.ITF_REEMB9""]')"                ,     , "item-menu", "javascript:void(0)",          , "95.ITF_REEMB9"          , "95"         , "ITF_REEMB9"          , "/ace/mvcToAsp.asp?../../int/asp/int0004a.asp?id_assunto=140&amp;id_arq=1747&amp;exibeAssunto=N&amp;id_job=154$$$p=&PT=Reembolso_Base_Cadastral&pm=95&pcf=ITF_REEMB9&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=..."     , "X"               , "link"
"1477" , "k_75_PEP0013"                                          , "75.PEP0013"                                                            , "Reembolsos"                                           , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""75.PEP0013""]')"                   ,     , "item-menu", "javascript:void(0)",          , "75.PEP0013"             , "75"         , "PEP0013"             , "/ace/mvcToAsp.asp?../../pep/asp/pep0013a.asp$$$p=&PT=Reembolsos&pm=75&pcf=PEP0013&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                                  , "A"               , "link"
"1478" , "k_79_RBM1057"                                          , "79.RBM1057"                                                            , "Reembolsos Programados"                               , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""79.RBM1057""]')"                   ,     , "item-menu", "javascript:void(0)",          , "79.RBM1057"             , "79"         , "RBM1057"             , "/ace/mvcToAsp.asp?../../rbm/asp/rbm1057a.asp$$$p=&PT=Reembolsos Programados&pm=79&pcf=RBM1057&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,N,N,N,N,N&tipoFuncao=C"                                                      , "C"               , "link"
"1479" , "k_156_INC156_8_4"                                      , "156.INC156.8.4"                                                        , "Reemissao de Faturas Unimed"                          , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""156.INC156.8.4""]')"               ,     , "item-menu", "javascript:void(0)",          , "156.INC156.8.4"         , "156"        , "INC156.8.4"          , "/TSNMVC/IntercambioCobrar/ReemissaoFaturas?PT=Reemissao de Faturas Unimed&pm=156&pcf=INC156.8.4&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                                    , "X"               , "link"
"1480" , "k_13_ATD22_26"                                         , "13.ATD22.26"                                                           , "Reencaminhamento Pendências"                         , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""13.ATD22.26""]')"                  ,     , "item-menu", "javascript:void(0)",          , "13.ATD22.26"            , "13"         , "ATD22.26"            , "/ace/mvcToAsp.asp?../../atd/asp/atd0066a.asp$$$p=&PT=Reencaminhamento Pendências&pm=13&pcf=ATD22.26&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                               , "X"               , "link"
"1481" , "k_11_PRV1017"                                          , "11.PRV1017"                                                            , "Reencaminhamento Pendências"                         , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""11.PRV1017""]')"                   ,     , "item-menu", "javascript:void(0)",          , "11.PRV1017"             , "11"         , "PRV1017"             , "/ace/mvcToAsp.asp?../../rbm/asp/rbm1024a.asp$$$p=&PT=Reencaminhamento Pendências&pm=11&pcf=PRV1017&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                                , "X"               , "link"
"1482" , "k_79_RBM1617"                                          , "79.RBM1617"                                                            , "Reencaminhamento Pendências"                         , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""79.RBM1617""]')"                   ,     , "item-menu", "javascript:void(0)",          , "79.RBM1617"             , "79"         , "RBM1617"             , "/ace/mvcToAsp.asp?../../rbm/asp/rbm1030a.asp$$$p=&PT=Reencaminhamento Pendências&pm=79&pcf=RBM1617&pprf=AUDITOR_MEDICO,TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                 , "X"               , "link"
"1483" , "k_4_FAT4_3002"                                         , "4.FAT4-3002"                                                           , "Reenvio de Faturas"                                   , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""4.FAT4-3002""]')"                  ,     , "item-menu", "javascript:void(0)",          , "4.FAT4-3002"            , "4"          , "FAT4-3002"           , "/ace/mvcToAsp.asp?../../fat/asp/fat3002a.asp$$$p=&PT=Reenvio de Faturas&pm=4&pcf=FAT4-3002&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                                         , "X"               , "link"
"1484" , "k_156_INC156_1_9"                                      , "156.INC156.1.9"                                                        , "Refaturamento / Recuperação de Receita"             , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""156.INC156.1.9""]')"               ,     , "item-menu", "javascript:void(0)",          , "156.INC156.1.9"         , "156"        , "INC156.1.9"          , "/TSNMVC/IntercambioCobrar/ConsultaConta?IND_ACAO=R&PT=Refaturamento / Recuperação de Receita&pm=156&pcf=INC156.1.9&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=N,N,N,N,N,S&tipoFuncao=X"                               , "X"               , "link"
"1485" , "k_4_FAT3_17"                                           , "4.FAT3-17"                                                             , "Refaturamento por Arquivo"                            , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""4.FAT3-17""]')"                    ,     , "item-menu", "javascript:void(0)",          , "4.FAT3-17"              , "4"          , "FAT3-17"             , "/ace/mvcToAsp.asp?../../fat/asp/FAT0232a.asp$$$p=&PT=Refaturamento por Arquivo&pm=4&pcf=FAT3-17&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                                    , "X"               , "link"
"1486" , "k_156_INC156_2_11"                                     , "156.INC156.2.11"                                                       , "Refaturamento PTU 500"                                , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""156.INC156.2.11""]')"              ,     , "item-menu", "javascript:void(0)",          , "156.INC156.2.11"        , "156"        , "INC156.2.11"         , "/TSNMVC/IntercambioCobrar/RefaturamentoPTU500?PT=Refaturamento PTU 500&pm=156&pcf=INC156.2.11&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                                      , "X"               , "link"
"1487" , "k_3_CMS3_41"                                           , "3.CMS3.41"                                                             , "Refaz Prévia de Comissão"                           , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""3.CMS3.41""]')"                    ,     , "item-menu", "javascript:void(0)",          , "3.CMS3.41"              , "3"          , "CMS3.41"             , "/ace/mvcToAsp.asp?../../cms/asp/cms0301a.asp$$$p=&PT=Refaz Prévia de Comissão&pm=3&pcf=CMS3.41&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                                   , "X"               , "link"
"1488" , "k_77_PRS0183_1"                                        , "77.PRS0183.1"                                                          , "Registra"                                             , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""77.PRS0183.1""]')"                 ,     , "item-menu", "javascript:void(0)",          , "77.PRS0183.1"           , "77"         , "PRS0183.1"           , "/ace/mvcToAsp.asp?../../prs/asp/prs0112a.asp?ind_tipo=R$$$p=&PT=Registra Suspensão / Bloqueio&pm=77&pcf=PRS0183.1&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                 , "A"               , "link"
"1489" , "k_77_PRS0183_5R"                                       , "77.PRS0183.5R"                                                         , "Registra"                                             , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""77.PRS0183.5R""]')"                ,     , "item-menu", "javascript:void(0)",          , "77.PRS0183.5R"          , "77"         , "PRS0183.5R"          , "/ace/mvcToAsp.asp?../../prs/asp/prs0535a.asp?ind_tipo_suspensao=S&ind_tipo=R$$$p=&PT=Registra Suspensão Atendimento&pm=77&pcf=PRS0183.5R&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,S,S,S,N,N&tipoFuncao=A"          , "A"               , "link"
"1490" , "k_77_PRS0183_6R"                                       , "77.PRS0183.6R"                                                         , "Registra"                                             , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""77.PRS0183.6R""]')"                ,     , "item-menu", "javascript:void(0)",          , "77.PRS0183.6R"          , "77"         , "PRS0183.6R"          , "/ace/mvcToAsp.asp?../../prs/asp/prs0535a.asp?ind_tipo_suspensao=C&ind_tipo=R$$$p=&PT=Registra Concessão Atendimento&pm=77&pcf=PRS0183.6R&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"          , "A"               , "link"
"1491" , "k_77_PRS0117"                                          , "77.PRS0117"                                                            , "Registra"                                             , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""77.PRS0117""]')"                   ,     , "item-menu", "javascript:void(0)",          , "77.PRS0117"             , "77"         , "PRS0117"             , "/ace/mvcToAsp.asp?../../prs/asp/prs0117a.asp?ind_tipo=RPE$$$p=&PT=Registra Exclusão&pm=77&pcf=PRS0117&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                             , "A"               , "link"
"1492" , "k_97_RSUS12"                                           , "97.RSUS12"                                                             , "Registra Atendimentos no Oficio"                      , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""97.RSUS12""]')"                    ,     , "item-menu", "javascript:void(0)",          , "97.RSUS12"              , "97"         , "RSUS12"              , "/ace/mvcToAsp.asp?../../asp_to_net/load_rsus.asp?pageDotNet=Forms/RegistraAIH.aspx$$$p=&PT=Registra Atendimentos no Oficio&pm=97&pcf=RSUS12&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"        , "A"               , "link"
"1493" , "k_80_CB10_28"                                          , "80.CB10.28"                                                            , "Registra Centro de Custo"                             , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""80.CB10.28""]')"                   ,     , "item-menu", "javascript:void(0)",          , "80.CB10.28"             , "80"         , "CB10.28"             , "/ace/mvcToAsp.asp?../../ass/asp/ass0207a.asp$$$p=&PT=Registra Centro de Custo&pm=80&pcf=CB10.28&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                    , "A"               , "link"
"1494" , "k_97_RSUS08"                                           , "97.RSUS08"                                                             , "Registra Documento(s) no Processo"                    , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""97.RSUS08""]')"                    ,     , "item-menu", "javascript:void(0)",          , "97.RSUS08"              , "97"         , "RSUS08"              , "/ace/mvcToAsp.asp?../../asp_to_net/load_rsus.asp?pageDotNet=Forms/RegistrarDocumento.aspx$$$p=&PT=Registra Documento(s) no Processo&pm=97&pcf=RSUS08&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tip..."     , "A"               , "link"
"1495" , "k_80_CB10_35"                                          , "80.CB10.35"                                                            , "Registra Endereço Grupo"                             , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""80.CB10.35""]')"                   ,     , "item-menu", "javascript:void(0)",          , "80.CB10.35"             , "80"         , "CB10.35"             , "/ace/mvcToAsp.asp?../../ass/asp/ass0215a.asp$$$p=&PT=Registra Endereço Grupo&pm=80&pcf=CB10.35&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                    , "A"               , "link"
"1496" , "k_7_PAG10_9"                                           , "7.PAG10-9"                                                             , "Registra Equipe Pagamento"                            , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""7.PAG10-9""]')"                    ,     , "item-menu", "javascript:void(0)",          , "7.PAG10-9"              , "7"          , "PAG10-9"             , "/ace/mvcToAsp.asp?../../pag/asp/pag0041a.asp$$$p=&PT=Registra Equipe Pagamento&pm=7&pcf=PAG10-9&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                    , "A"               , "link"
"1497" , "k_80_CB10_10"                                          , "80.CB10.10"                                                            , "Registra Grupo Contrato"                              , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""80.CB10.10""]')"                   ,     , "item-menu", "javascript:void(0)",          , "80.CB10.10"             , "80"         , "CB10.10"             , "/ace/mvcToAsp.asp?../../ass/asp/ass0094a.asp$$$p=&PT=Registra Grupo Contrato&pm=80&pcf=CB10.10&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                     , "A"               , "link"
"1498" , "k_80_CB10_54"                                          , "80.CB10.54"                                                            , "Registra Grupo Gerencial"                             , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""80.CB10.54""]')"                   ,     , "item-menu", "javascript:void(0)",          , "80.CB10.54"             , "80"         , "CB10.54"             , "/ace/mvcToAsp.asp?../../ass/asp/ass0404a.asp$$$p=&PT=Registra Grupo Gerencial&pm=80&pcf=CB10.54&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                    , "A"               , "link"
"1499" , "k_13_ATD0119"                                          , "13.ATD0119"                                                            , "Registra guia de seriado"                             , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""13.ATD0119""]')"                   ,     , "item-menu", "javascript:void(0)",          , "13.ATD0119"             , "13"         , "ATD0119"             , "/ace/mvcToAsp.asp?../../atd/asp/atd0119a.asp$$$p=&PT=Registra guia de seriado&pm=13&pcf=ATD0119&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                    , "A"               , "link"
"1500" , "k_7_PAG10_11"                                          , "7.PAG10-11"                                                            , "Registra ISS Por Município"                          , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""7.PAG10-11""]')"                   ,     , "item-menu", "javascript:void(0)",          , "7.PAG10-11"             , "7"          , "PAG10-11"            , "/ace/mvcToAsp.asp?../../pag/asp/pag0040a.asp$$$p=&PT=Registra ISS Por Município&pm=7&pcf=PAG10-11&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                 , "A"               , "link"
"1501" , "k_7_PAG10_12"                                          , "7.PAG10-12"                                                            , "Registra ISS Por Município geral"                    , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""7.PAG10-12""]')"                   ,     , "item-menu", "javascript:void(0)",          , "7.PAG10-12"             , "7"          , "PAG10-12"            , "/ace/mvcToAsp.asp?../../pag/asp/pag0078a.asp$$$p=&PT=Registra ISS Por Município geral&pm=7&pcf=PAG10-12&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                           , "A"               , "link"
"1502" , "k_80_CB10_27"                                          , "80.CB10.27"                                                            , "Registra Lotações"                                  , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""80.CB10.27""]')"                   ,     , "item-menu", "javascript:void(0)",          , "80.CB10.27"             , "80"         , "CB10.27"             , "/ace/mvcToAsp.asp?../../ass/asp/ass0206a.asp$$$p=&PT=Registra Lotações&pm=80&pcf=CB10.27&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                         , "A"               , "link"
"1503" , "k_5_REC3_7_6"                                          , "5.REC3-7-6"                                                            , "Registra Ocorrência de Carta"                        , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""5.REC3-7-6""]')"                   ,     , "item-menu", "javascript:void(0)",          , "5.REC3-7-6"             , "5"          , "REC3-7-6"            , "/ace/mvcToAsp.asp?../../rec/asp/rec0031a.asp$$$p=&PT=Registra Ocorrência de Carta&pm=5&pcf=REC3-7-6&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                               , "A"               , "link"
"1504" , "k_80_CB11_12"                                          , "80.CB11.12"                                                            , "Registra Ocorrências"                                , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""80.CB11.12""]')"                   ,     , "item-menu", "javascript:void(0)",          , "80.CB11.12"             , "80"         , "CB11.12"             , "/ace/mvcToAsp.asp?../../ass/asp/ass0075a.asp$$$p=&PT=Registra Ocorrências&pm=80&pcf=CB11.12&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                       , "A"               , "link"
"1505" , "k_80_CB10_61"                                          , "80.CB10.61"                                                            , "Registra Ocorrências Beneficiário"                  , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""80.CB10.61""]')"                   ,     , "item-menu", "javascript:void(0)",          , "80.CB10.61"             , "80"         , "CB10.61"             , "/ace/mvcToAsp.asp?../../ass/asp/ass0075a.asp$$$p=&PT=Registra Ocorrências Beneficiário&pm=80&pcf=CB10.61&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                         , "A"               , "link"
"1506" , "k_97_RSUS04"                                           , "97.RSUS04"                                                             , "Registra Ofício"                                     , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""97.RSUS04""]')"                    ,     , "item-menu", "javascript:void(0)",          , "97.RSUS04"              , "97"         , "RSUS04"              , "/ace/mvcToAsp.asp?../../asp_to_net/load_rsus.asp?pageDotNet=Forms/RegistrarOficio.aspx$$$p=&PT=Registra Ofício&pm=97&pcf=RSUS04&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                   , "A"               , "link"
"1507" , "k_5_REC3_7_11"                                         , "5.REC3-7-11"                                                           , "Registro Ação Judicial e Serasa"                    , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""5.REC3-7-11""]')"                  ,     , "item-menu", "javascript:void(0)",          , "5.REC3-7-11"            , "5"          , "REC3-7-11"           , "/ace/mvcToAsp.asp?../../rec/asp/rec0051a.asp$$$p=&PT=Registro Ação Judicial e Serasa&pm=5&pcf=REC3-7-11&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,N,N,N&tipoFuncao=A"                                          , "A"               , "link"
"1508" , "k_45_WRK3"                                             , "45.WRK3"                                                               , "Registro Atividade"                                   , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""45.WRK3""]')"                      ,     , "item-menu", "javascript:void(0)",          , "45.WRK3"                , "45"         , "WRK3"                , "/ace/mvcToAsp.asp?/wrk/asp/wrk0009a.asp$$$p=&PT=Registro Atividade&pm=45&pcf=WRK3&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN,ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                        , "A"               , "link"
"1509" , "k_80_CB10_70"                                          , "80.CB10.70"                                                            , "Registro de Endereços de Faturamento nas Lotações" , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""80.CB10.70""]')"                   ,     , "item-menu", "javascript:void(0)",          , "80.CB10.70"             , "80"         , "CB10.70"             , "/ace/mvcToAsp.asp?../../ass/asp/ass0607a.asp$$$p=&PT=Registro de Endereços de Faturamento nas Lotações&pm=80&pcf=CB10.70&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,S,S,S,N,N&tipoFuncao=A"                        , "A"               , "link"
"1510" , "k_14_CMC2_19"                                          , "14.CMC2.19"                                                            , "Registro de Entrada"                                  , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""14.CMC2.19""]')"                   ,     , "item-menu", "javascript:void(0)",          , "14.CMC2.19"             , "14"         , "CMC2.19"             , "/ace/mvcToAsp.asp?../../cmc/asp/cmc0200a.asp?hgt=26&ind_tipo_proposta=1$$$p=&PT=Registro de Entrada PF&pm=14&pcf=CMC2.19&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                           , "A"               , "link"
"1511" , "k_14_CMC8_10"                                          , "14.CMC8.10"                                                            , "Registro de Entrada"                                  , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""14.CMC8.10""]')"                   ,     , "item-menu", "javascript:void(0)",          , "14.CMC8.10"             , "14"         , "CMC8.10"             , "/ace/mvcToAsp.asp?../../cmc/asp/cmc0202a.asp?hgt=26$$$p=&PT=Registro de Entrada PME&pm=14&pcf=CMC8.10&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                              , "A"               , "link"
"1512" , "k_80_CB8_6"                                            , "80.CB8.6"                                                              , "Registro de Gestante"                                 , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""80.CB8.6""]')"                     ,     , "item-menu", "javascript:void(0)",          , "80.CB8.6"               , "80"         , "CB8.6"               , "/ace/mvcToAsp.asp?../../ass/asp/ass0230a.asp$$$p=&PT=Registro de Gestante&pm=80&pcf=CB8.6&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                          , "A"               , "link"
"1513" , "k_3_CMS3_11"                                           , "3.CMS3.11"                                                             , "Registro de Nota Fiscal"                              , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""3.CMS3.11""]')"                    ,     , "item-menu", "javascript:void(0)",          , "3.CMS3.11"              , "3"          , "CMS3.11"             , "/ace/mvcToAsp.asp?../../cms/asp/cms0098d.asp$$$p=&PT=Registro de Nota Fiscal&pm=3&pcf=CMS3.11&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                                      , "X"               , "link"
"1514" , "k_3_CMS1_9"                                            , "3.CMS1.9"                                                              , "Registro Ocorrência"                                 , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""3.CMS1.9""]')"                     ,     , "item-menu", "javascript:void(0)",          , "3.CMS1.9"               , "3"          , "CMS1.9"              , "/ace/mvcToAsp.asp?../cms/asp/cms0047a.asp$$$p=&PT=Registro de Ocorrência do Produtor&pm=3&pcf=CMS1.9&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                              , "A"               , "link"
"1515" , "k_210_FATTISS50_14_2"                                  , "210.FATTISS50.14.2"                                                    , "Registro Regra"                                       , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""210.FATTISS50.14.2""]')"           ,     , "item-menu", "javascript:void(0)",          , "210.FATTISS50.14.2"     , "210"        , "FATTISS50.14.2"      , "/TSNMVC/FaturamentoTISS/RegraEspecial/RegistroRegraEspecial?PT=Registro Regra&pm=210&pcf=FATTISS50.14.2&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                            , "A"               , "link"
